      Sub      image     Region    pcs_Peak pcs_ContrastSum   pcs_bmean       Voxel      Mean       Std       RMS    Trimmean      90ile      %Vox>1%      AbsMax
      S19       con_0011       outer      NaN       NaN       NaN    13.6820   -0.0847    0.7615    0.7662   -0.1114    0.6806    5.0724    9.5542
      S19       con_0012       total   0.3300    5.0000  165.4247    61.6820   -0.1931    0.5718    0.6035   -0.1892    0.5169    1.7282    9.5542
      S19       con_0012       inner      NaN       NaN       NaN    48.0000   -0.2240    0.5006    0.5484   -0.2069    0.4818    0.7750    6.1714
      S19       con_0012       outer      NaN       NaN       NaN    13.6820   -0.0847    0.7615    0.7662   -0.1114    0.6806    5.0724    9.5542
      S19       con_0013       total   0.3300    5.0000  165.4247    61.6820   -0.1507    0.2963    0.3324   -0.1449    0.2918    0.2853    3.6219
      S19       con_0013       inner      NaN       NaN       NaN    48.0000   -0.1508    0.2547    0.2960   -0.1414    0.2677    0.0396    2.6344
      S19       con_0013       outer      NaN       NaN       NaN    13.6820   -0.1503    0.4101    0.4367   -0.1529    0.4227    1.1475    3.6219
      S19       con_0014       total   0.3300    5.0000  165.4247    61.6820    0.0011    0.2899    0.2899   -0.0011    0.3142    0.5123    3.1081
      S19       con_0014       inner      NaN       NaN       NaN    48.0000    0.0141    0.2633    0.2637    0.0076    0.3052    0.4229    2.0850
      S19       con_0014       outer      NaN       NaN       NaN    13.6820   -0.0445    0.3649    0.3676   -0.0378    0.3515    0.8259    3.1081
      S19       con_0015       total   0.3300    5.0000  165.4247    61.6820    0.0037    0.2839    0.2839    0.0030    0.2871    0.5674    3.5134
      S19       con_0015       inner      NaN       NaN       NaN    48.0000   -0.0035    0.2513    0.2514   -0.0028    0.2611    0.3312    3.0028
      S19       con_0015       outer      NaN       NaN       NaN    13.6820    0.0290    0.3755    0.3766    0.0294    0.4039    1.3960    3.5134
      S19       con_0016       total   0.3300    5.0000  165.4247    61.6820   -0.1931    0.5718    0.6035   -0.1892    0.5169    1.7282    9.5542
      S19       con_0016       inner      NaN       NaN       NaN    48.0000   -0.2240    0.5006    0.5484   -0.2069    0.4818    0.7750    6.1714
      S19       con_0016       outer      NaN       NaN       NaN    13.6820   -0.0847    0.7615    0.7662   -0.1114    0.6806    5.0724    9.5542
      S19       con_0017       total   0.3300    5.0000  165.4247    61.6820    0.1082    0.5308    0.5417    0.0951    0.5794    4.4519    6.0886
      S19       con_0017       inner      NaN       NaN       NaN    48.0000    0.0775    0.4546    0.4611    0.0693    0.5141    2.9562    4.9665
      S19       con_0017       outer      NaN       NaN       NaN    13.6820    0.2159    0.7282    0.7595    0.1984    0.7871    9.6989    6.0886
      S19       con_0018       total   0.3300    5.0000  165.4247    61.6820   -0.1507    0.2963    0.3324   -0.1449    0.2918    0.2853    3.6219
      S19       con_0018       inner      NaN       NaN       NaN    48.0000   -0.1508    0.2547    0.2960   -0.1414    0.2677    0.0396    2.6344
      S19       con_0018       outer      NaN       NaN       NaN    13.6820   -0.1503    0.4101    0.4367   -0.1529    0.4227    1.1475    3.6219
      S19          ResMS       total   0.3300    5.0000  165.4247    61.6820    0.5149    0.3068    0.5994    0.4749    0.2961    4.5313    9.3516
      S19          ResMS       inner      NaN       NaN       NaN    48.0000    0.4640    0.1976    0.5043    0.4410    0.2271    1.9000    4.5955
      S19          ResMS       outer      NaN       NaN       NaN    13.6820    0.6936    0.4965    0.8530    0.6272    0.5024   13.7626    9.3516
      S20       con_0001       total   0.2100    5.0000  172.8580    59.1650    0.0021    0.1508    0.1508   -0.0034    0.1690    0.0524    1.4518
      S20       con_0001       inner      NaN       NaN       NaN    46.5840   -0.0006    0.1388    0.1388   -0.0054    0.1628    0.0086    1.1545
      S20       con_0001       outer      NaN       NaN       NaN    12.5810    0.0120    0.1883    0.1887    0.0047    0.1885    0.2146    1.4518
      S20       con_0002       total   0.2100    5.0000  172.8580    59.1650    0.0163    0.1487    0.1496    0.0101    0.1660    0.0524    1.3832
      S20       con_0002       inner      NaN       NaN       NaN    46.5840    0.0168    0.1353    0.1363    0.0107    0.1567    0.0150    1.3026
      S20       con_0002       outer      NaN       NaN       NaN    12.5810    0.0145    0.1903    0.1909    0.0079    0.2034    0.1908    1.3832
      S20       con_0003       total   0.2100    5.0000  172.8580    59.1650    0.0273    0.1281    0.1309    0.0270    0.1469    0.0017    1.2482
      S20       con_0003       inner      NaN       NaN       NaN    46.5840    0.0289    0.1216    0.1250    0.0276    0.1452    0.0000    0.9763
      S20       con_0003       outer      NaN       NaN       NaN    12.5810    0.0213    0.1493    0.1508    0.0239    0.1543    0.0079    1.2482
      S20       con_0004       total   0.2100    5.0000  172.8580    59.1650    0.0024    0.2179    0.2180    0.0018    0.2415    0.1656    1.8344
      S20       con_0004       inner      NaN       NaN       NaN    46.5840    0.0110    0.2059    0.2062    0.0102    0.2276    0.1460    1.8344
      S20       con_0004       outer      NaN       NaN       NaN    12.5810   -0.0296    0.2553    0.2570   -0.0312    0.2935    0.2385    1.5835
      S20       con_0005       total   0.2100    5.0000  172.8580    59.1650   -0.0095    0.2504    0.2506   -0.0094    0.2861    0.1504    2.1611
      S20       con_0005       inner      NaN       NaN       NaN    46.5840    0.0041    0.2378    0.2379    0.0037    0.2696    0.1631    2.1611
      S20       con_0005       outer      NaN       NaN       NaN    12.5810   -0.0601    0.2868    0.2930   -0.0611    0.3482    0.1033    1.5154
      S20       con_0006       total   0.2100    5.0000  172.8580    59.1650    0.0306    0.2171    0.2193    0.0241    0.2470    0.3211    2.4456
      S20       con_0006       inner      NaN       NaN       NaN    46.5840    0.0182    0.2096    0.2104    0.0113    0.2296    0.3392    2.4456
      S20       con_0006       outer      NaN       NaN       NaN    12.5810    0.0764    0.2375    0.2495    0.0739    0.2766    0.2544    1.6021
      S20       con_0007       total   0.2100    5.0000  172.8580    59.1650   -0.0003    0.1920    0.1920   -0.0008    0.2210    0.0642    1.7949
      S20       con_0007       inner      NaN       NaN       NaN    46.5840   -0.0116    0.1785    0.1789   -0.0101    0.2036    0.0064    1.4868
      S20       con_0007       outer      NaN       NaN       NaN    12.5810    0.0415    0.2304    0.2341    0.0377    0.2728    0.2782    1.7949
      S20       con_0008       total   0.2100    5.0000  172.8580    59.1650    0.0259    0.2057    0.2073    0.0228    0.2318    0.1521    2.4565
      S20       con_0008       inner      NaN       NaN       NaN    46.5840    0.0127    0.1953    0.1957    0.0099    0.2125    0.1481    2.4565
      S20       con_0008       outer      NaN       NaN       NaN    12.5810    0.0746    0.2342    0.2458    0.0731    0.2655    0.1669    1.7775
      S20       con_0009       total   0.2100    5.0000  172.8580    59.1650    0.0128    0.1877    0.1882    0.0116    0.2148    0.0777    1.7242
      S20       con_0009       inner      NaN       NaN       NaN    46.5840    0.0006    0.1764    0.1764    0.0006    0.1975    0.0515    1.7242
      S20       con_0009       outer      NaN       NaN       NaN    12.5810    0.0581    0.2189    0.2265    0.0557    0.2590    0.1749    1.3842
      S20       con_0010       total   0.2100    5.0000  172.8580    59.1650   -0.0033    0.2125    0.2125   -0.0040    0.2424    0.0524    2.1261
      S20       con_0010       inner      NaN       NaN       NaN    46.5840    0.0107    0.1998    0.2001    0.0084    0.2336    0.0343    1.9659
      S20       con_0010       outer      NaN       NaN       NaN    12.5810   -0.0551    0.2471    0.2532   -0.0536    0.2750    0.1192    2.1261
      S20       con_0011       total   0.2100    5.0000  172.8580    59.1650    0.0181    0.2382    0.2389    0.0245    0.2489    0.1149    2.3893
      S20       con_0011       inner      NaN       NaN       NaN    46.5840    0.0208    0.2218    0.2228    0.0262    0.2408    0.0365    1.8080
      S20       con_0011       outer      NaN       NaN       NaN    12.5810    0.0080    0.2908    0.2909    0.0170    0.2794    0.4054    2.3893
      S20       con_0012       total   0.2100    5.0000  172.8580    59.1650    0.0181    0.2382    0.2389    0.0245    0.2489    0.1149    2.3893
      S20       con_0012       inner      NaN       NaN       NaN    46.5840    0.0208    0.2218    0.2228    0.0262    0.2408    0.0365    1.8080
      S20       con_0012       outer      NaN       NaN       NaN    12.5810    0.0080    0.2908    0.2909    0.0170    0.2794    0.4054    2.3893
      S20       con_0013       total   0.2100    5.0000  172.8580    59.1650   -0.0080    0.1916    0.1917   -0.0081    0.2162    0.0270    1.8451
      S20       con_0013       inner      NaN       NaN       NaN    46.5840    0.0051    0.1804    0.1805    0.0037    0.2072    0.0150    1.8451
      S20       con_0013       outer      NaN       NaN       NaN    12.5810   -0.0566    0.2214    0.2285   -0.0555    0.2505    0.0715    1.4906
      S20       con_0014       total   0.2100    5.0000  172.8580    59.1650   -0.0955    0.2286    0.2477   -0.0819    0.2107    0.0085    2.4192
      S20       con_0014       inner      NaN       NaN       NaN    46.5840   -0.0781    0.2111    0.2251   -0.0652    0.1979    0.0000    2.1069
      S20       con_0014       outer      NaN       NaN       NaN    12.5810   -0.1600    0.2745    0.3177   -0.1476    0.2532    0.0397    2.4192
      S20       con_0015       total   0.2100    5.0000  172.8580    59.1650    0.1040    0.2531    0.2737    0.0889    0.3023    0.8654    3.1110
      S20       con_0015       inner      NaN       NaN       NaN    46.5840    0.0810    0.2320    0.2457    0.0669    0.2735    0.6311    2.7504
      S20       con_0015       outer      NaN       NaN       NaN    12.5810    0.1894    0.3046    0.3587    0.1750    0.3558    1.7328    3.1110
      S20       con_0016       total   0.2100    5.0000  172.8580    59.1650    0.0181    0.2382    0.2389    0.0245    0.2489    0.1149    2.3893
      S20       con_0016       inner      NaN       NaN       NaN    46.5840    0.0208    0.2218    0.2228    0.0262    0.2408    0.0365    1.8080
      S20       con_0016       outer      NaN       NaN       NaN    12.5810    0.0080    0.2908    0.2909    0.0170    0.2794    0.4054    2.3893
      S20       con_0017       total   0.2100    5.0000  172.8580    59.1650    0.0342    0.4257    0.4270    0.0275    0.4862    2.2463    4.0768
      S20       con_0017       inner      NaN       NaN       NaN    46.5840    0.0106    0.4082    0.4083    0.0040    0.4496    1.8891    4.0768
      S20       con_0017       outer      NaN       NaN       NaN    12.5810    0.1213    0.4749    0.4902    0.1187    0.5571    3.5689    2.7012
      S20       con_0018       total   0.2100    5.0000  172.8580    59.1650   -0.0080    0.1916    0.1917   -0.0081    0.2162    0.0270    1.8451
      S20       con_0018       inner      NaN       NaN       NaN    46.5840    0.0051    0.1804    0.1805    0.0037    0.2072    0.0150    1.8451
      S20       con_0018       outer      NaN       NaN       NaN    12.5810   -0.0566    0.2214    0.2285   -0.0555    0.2505    0.0715    1.4906
      S20          ResMS       total   0.2100    5.0000  172.8580    59.1650    0.4743    0.2217    0.5235    0.4481    0.2787    3.0085    3.4381
      S20          ResMS       inner      NaN       NaN       NaN    46.5840    0.4391    0.1749    0.4727    0.4197    0.2315    1.4168    2.1800
      S20          ResMS       outer      NaN       NaN       NaN    12.5810    0.6044    0.3105    0.6795    0.5707    0.3973    8.9023    3.4381
